Time,Main Warning,Sub Warning,Full Warning,Warning Text,WarnMsg,Value0
15/05/2014 09:41:38,240,1,240 : 1,Remote control PC,FALSE,0
15/05/2014 11:43:10,240,0,240 : 0,Remote control PC,FALSE,0
15/05/2014 11:43:11,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,1.9
15/05/2014 18:36:56,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.9
15/05/2014 18:36:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3
15/05/2014 18:36:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3
15/05/2014 18:36:57,0,10,0 : 10,Information / Warnings,FALSE,2.9
16/05/2014 07:37:24,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,2.4
16/05/2014 08:37:23,233,3,233 : 3,General warning message : Timeout maintenance (-),TRUE,2
16/05/2014 08:37:24,0,10,0 : 10,Information / Warnings,FALSE,2.1
16/05/2014 08:49:05,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,2.2
16/05/2014 09:49:51,0,10,0 : 10,Information / Warnings,FALSE,1.9
16/05/2014 19:30:15,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,6.4
16/05/2014 19:30:15,0,10,0 : 10,Information / Warnings,FALSE,6.5
16/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,7.9
16/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,7.8
16/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,7.8
16/05/2014 19:59:58,0,10,0 : 10,Information / Warnings,FALSE,7.4
17/05/2014 08:59:58,233,3,233 : 3,General warning message : Timeout maintenance (-),TRUE,2.9
17/05/2014 08:59:59,0,10,0 : 10,Information / Warnings,FALSE,2.9
17/05/2014 16:10:35,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,9.3
17/05/2014 16:10:35,0,10,0 : 10,Information / Warnings,FALSE,9.1
17/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,7.9
17/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,7.9
17/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,7.5
17/05/2014 19:59:58,0,10,0 : 10,Information / Warnings,FALSE,7.5
18/05/2014 03:57:25,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,8.1
18/05/2014 03:57:25,0,10,0 : 10,Information / Warnings,FALSE,8.2
18/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,5.2
18/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,5.4
18/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,5.4
18/05/2014 19:59:58,0,10,0 : 10,Information / Warnings,FALSE,5.3
19/05/2014 00:03:00,232,101,232 : 101,General information : Power curve stored,FALSE,3.9
19/05/2014 00:03:00,0,10,0 : 10,Information / Warnings,FALSE,3.9
19/05/2014 00:03:07,232,102,232 : 102,General information : Blade angle curve stored,FALSE,5
19/05/2014 00:03:07,0,10,0 : 10,Information / Warnings,FALSE,5.2
19/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.3
19/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.3
19/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.4
19/05/2014 19:59:58,0,10,0 : 10,Information / Warnings,FALSE,3.4
20/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.6
20/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,2.6
20/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,2.7
20/05/2014 19:59:57,0,10,0 : 10,Information / Warnings,FALSE,2.7
21/05/2014 19:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.9
21/05/2014 19:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,2.9
21/05/2014 19:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,2.9
21/05/2014 19:59:57,0,10,0 : 10,Information / Warnings,FALSE,2.9
22/05/2014 00:59:46,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,9.8
22/05/2014 00:59:47,0,10,0 : 10,Information / Warnings,FALSE,9.8
22/05/2014 14:17:05,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,6.7
22/05/2014 14:17:05,0,10,0 : 10,Information / Warnings,FALSE,6.7
22/05/2014 14:17:07,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,6.7
22/05/2014 14:17:07,0,10,0 : 10,Information / Warnings,FALSE,6.7
22/05/2014 14:17:09,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,6.7
22/05/2014 14:17:09,0,10,0 : 10,Information / Warnings,FALSE,6.9
22/05/2014 15:52:55,25,131,25 : 131,Faulty yaw inverter : DC-link voltage instabil system 1,FALSE,7.4
22/05/2014 15:52:55,25,231,25 : 231,Faulty yaw inverter : DC-link voltage instabil system 2,FALSE,7.6
22/05/2014 15:52:55,0,10,0 : 10,Information / Warnings,FALSE,7.6
23/05/2014 00:00:00,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,6.8
23/05/2014 00:00:00,0,10,0 : 10,Information / Warnings,FALSE,6.8
23/05/2014 07:05:43,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,9.6
23/05/2014 07:05:43,0,10,0 : 10,Information / Warnings,FALSE,9.8
23/05/2014 13:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,11.5
23/05/2014 13:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,11.5
23/05/2014 13:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,11.4
23/05/2014 13:59:58,0,10,0 : 10,Information / Warnings,FALSE,11.4
23/05/2014 20:16:37,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,11.9
23/05/2014 20:16:37,0,10,0 : 10,Information / Warnings,FALSE,11.8
24/05/2014 00:00:00,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,7.5
24/05/2014 00:00:00,0,10,0 : 10,Information / Warnings,FALSE,7.4
24/05/2014 09:22:15,230,104,230 : 104,Power limitation (10h) : SCADA (-),TRUE,10
24/05/2014 09:22:16,0,10,0 : 10,Information / Warnings,FALSE,9.8
24/05/2014 13:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,7.3
24/05/2014 13:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,7.2
24/05/2014 13:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,7.2
24/05/2014 13:59:58,0,10,0 : 10,Information / Warnings,FALSE,6.9
25/05/2014 00:00:00,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,6.6
25/05/2014 00:00:00,0,10,0 : 10,Information / Warnings,FALSE,6.7
25/05/2014 13:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,6.8
25/05/2014 13:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,6.8
25/05/2014 13:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,6.7
25/05/2014 13:59:58,0,10,0 : 10,Information / Warnings,FALSE,6.7
26/05/2014 00:00:00,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,6.6
26/05/2014 00:00:00,0,10,0 : 10,Information / Warnings,FALSE,6.6
26/05/2014 00:03:00,232,101,232 : 101,General information : Power curve stored,FALSE,5.6
26/05/2014 00:03:00,0,10,0 : 10,Information / Warnings,FALSE,5.6
26/05/2014 00:03:07,232,102,232 : 102,General information : Blade angle curve stored,FALSE,5.5
26/05/2014 00:03:07,0,10,0 : 10,Information / Warnings,FALSE,5.4
26/05/2014 09:48:26,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,2.2
26/05/2014 10:13:17,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,0.8
26/05/2014 10:13:18,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,0.8
26/05/2014 10:13:18,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,1
26/05/2014 10:13:18,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,1
26/05/2014 10:13:19,0,10,0 : 10,Information / Warnings,FALSE,1.2
26/05/2014 13:56:28,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,3.7
26/05/2014 15:45:53,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.4
26/05/2014 15:45:54,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.4
26/05/2014 15:45:54,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.6
26/05/2014 15:45:54,0,10,0 : 10,Information / Warnings,FALSE,3.6
27/05/2014 11:01:24,240,1,240 : 1,Remote control PC,FALSE,0
27/05/2014 16:00:33,240,0,240 : 0,Remote control PC,FALSE,0
27/05/2014 16:00:34,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,7.3
27/05/2014 16:07:09,0,10,0 : 10,Information / Warnings,FALSE,7.1
27/05/2014 20:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.7
27/05/2014 20:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.8
27/05/2014 20:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.8
27/05/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,3.8
28/05/2014 16:05:48,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,5.9
28/05/2014 17:43:52,0,10,0 : 10,Information / Warnings,FALSE,3.7
28/05/2014 21:59:56,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,5.7
28/05/2014 21:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,5.6
28/05/2014 21:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,5.6
28/05/2014 21:59:57,0,10,0 : 10,Information / Warnings,FALSE,5.7
29/05/2014 21:59:56,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.4
29/05/2014 21:59:56,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,2.4
29/05/2014 21:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,2.5
29/05/2014 21:59:57,0,10,0 : 10,Information / Warnings,FALSE,2.5
29/05/2014 23:09:57,25,181,25 : 181,Faulty yaw inverter : Rotational speed error motor 1,FALSE,2.9
29/05/2014 23:09:58,0,10,0 : 10,Information / Warnings,FALSE,2.9
30/05/2014 21:59:56,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.8
30/05/2014 21:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.8
30/05/2014 21:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.8
30/05/2014 21:59:57,0,10,0 : 10,Information / Warnings,FALSE,4
31/05/2014 08:16:10,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,1.7
31/05/2014 11:28:21,232,42,232 : 42,General information : Data of blade control stored,FALSE,5.4
31/05/2014 11:28:22,0,10,0 : 10,Information / Warnings,FALSE,5.4
31/05/2014 11:29:09,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,5.4
31/05/2014 11:29:09,0,10,0 : 10,Information / Warnings,FALSE,5.5
31/05/2014 11:29:11,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,5.4
31/05/2014 11:29:11,0,10,0 : 10,Information / Warnings,FALSE,5.2
31/05/2014 11:29:13,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,5.4
31/05/2014 11:29:13,0,10,0 : 10,Information / Warnings,FALSE,5.3
01/06/2014 00:00:00,22,200,22 : 200,Yaw control fault : TWK NOCN installed,FALSE,6
01/06/2014 00:00:00,0,10,0 : 10,Information / Warnings,FALSE,6
01/06/2014 01:00:00,232,1203,232 : 1203,General information,FALSE,6.5
01/06/2014 01:00:00,0,10,0 : 10,Information / Warnings,FALSE,6.5
01/06/2014 04:05:40,232,111,232 : 111,General information : Load spectrum stored,FALSE,5.5
01/06/2014 04:05:41,0,10,0 : 10,Information / Warnings,FALSE,5.3
01/06/2014 10:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,8.4
01/06/2014 10:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,8.4
01/06/2014 10:59:59,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,8.7
01/06/2014 10:59:59,0,10,0 : 10,Information / Warnings,FALSE,8.7
01/06/2014 13:35:19,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,11.6
01/06/2014 13:35:19,0,10,0 : 10,Information / Warnings,FALSE,11.6
02/06/2014 00:03:00,232,101,232 : 101,General information : Power curve stored,FALSE,5.7
02/06/2014 00:03:00,0,10,0 : 10,Information / Warnings,FALSE,5.7
02/06/2014 00:03:07,232,102,232 : 102,General information : Blade angle curve stored,FALSE,5.5
02/06/2014 00:03:07,0,10,0 : 10,Information / Warnings,FALSE,5.5
02/06/2014 04:05:07,232,510,232 : 510,General information : R&D-Info 510,FALSE,5.4
02/06/2014 04:05:07,0,10,0 : 10,Information / Warnings,FALSE,5.4
02/06/2014 10:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,4.3
02/06/2014 10:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,4.2
02/06/2014 10:59:59,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,4.2
02/06/2014 10:59:59,0,10,0 : 10,Information / Warnings,FALSE,4
02/06/2014 12:59:58,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,3.4
02/06/2014 12:59:58,0,10,0 : 10,Information / Warnings,FALSE,3.4
03/06/2014 10:49:57,25,181,25 : 181,Faulty yaw inverter : Rotational speed error motor 1,FALSE,5.5
03/06/2014 10:49:58,0,10,0 : 10,Information / Warnings,FALSE,5.6
03/06/2014 10:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,6.2
03/06/2014 10:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,6.2
03/06/2014 10:59:59,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,6.1
03/06/2014 10:59:59,0,10,0 : 10,Information / Warnings,FALSE,6.1
03/06/2014 12:59:58,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,8.3
03/06/2014 12:59:58,0,10,0 : 10,Information / Warnings,FALSE,8.1
04/06/2014 08:20:34,240,1,240 : 1,Remote control PC,FALSE,0
04/06/2014 16:55:44,240,0,240 : 0,Remote control PC,FALSE,0
04/06/2014 16:55:45,0,10,0 : 10,Information / Warnings,FALSE,5.8
04/06/2014 17:15:33,230,107,230 : 107,Power limitation (10h) : Farm control (relative),FALSE,11.1
04/06/2014 17:15:33,0,10,0 : 10,Information / Warnings,FALSE,11
04/06/2014 18:59:59,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,8.9
04/06/2014 18:59:59,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,8.9
04/06/2014 18:59:59,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,8.9
04/06/2014 18:59:59,0,10,0 : 10,Information / Warnings,FALSE,8.9
04/06/2014 20:59:58,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,7.5
04/06/2014 20:59:59,0,10,0 : 10,Information / Warnings,FALSE,7.6
05/06/2014 15:56:05,240,1,240 : 1,Remote control PC,FALSE,0
05/06/2014 17:33:14,240,0,240 : 0,Remote control PC,FALSE,0
05/06/2014 17:33:15,0,10,0 : 10,Information / Warnings,FALSE,2.3
05/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,8.7
05/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,8.7
05/06/2014 20:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,8.8
05/06/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,8.6
05/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,10.4
05/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,10.4
06/06/2014 09:08:56,230,107,230 : 107,Power limitation (10h) : Farm control (relative),FALSE,12.2
06/06/2014 09:08:56,0,10,0 : 10,Information / Warnings,FALSE,12.1
06/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,12.5
06/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,12.2
06/06/2014 20:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,12.2
06/06/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,12
06/06/2014 22:12:30,230,107,230 : 107,Power limitation (10h) : Farm control (relative),FALSE,11
06/06/2014 22:12:30,0,10,0 : 10,Information / Warnings,FALSE,11.1
06/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,8.5
06/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,8.8
07/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,10.2
07/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,10.2
07/06/2014 20:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,10
07/06/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,10
07/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,11.2
07/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,11.2
08/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,8.9
08/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,8.9
08/06/2014 20:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,8.8
08/06/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,8.8
08/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,7.9
08/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,7.9
09/06/2014 00:03:00,232,101,232 : 101,General information : Power curve stored,FALSE,12.1
09/06/2014 00:03:00,0,10,0 : 10,Information / Warnings,FALSE,12.4
09/06/2014 00:03:07,232,102,232 : 102,General information : Blade angle curve stored,FALSE,11.6
09/06/2014 00:03:07,0,10,0 : 10,Information / Warnings,FALSE,10.9
09/06/2014 00:03:47,222,92,222 : 92,Turbine reset : Scada System: Not allowed ! (-),TRUE,10
09/06/2014 00:03:47,0,10,0 : 10,Information / Warnings,FALSE,10
09/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,4.9
09/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,4.9
09/06/2014 20:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,5
09/06/2014 20:59:58,0,10,0 : 10,Information / Warnings,FALSE,5
09/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,8.5
09/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,8.3
10/06/2014 00:02:56,222,92,222 : 92,Turbine reset : Scada System: Not allowed ! (-),TRUE,8.9
10/06/2014 00:02:57,0,10,0 : 10,Information / Warnings,FALSE,9.1
10/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.8
10/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.8
10/06/2014 20:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.7
10/06/2014 20:59:57,0,10,0 : 10,Information / Warnings,FALSE,3.7
10/06/2014 22:59:57,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,7.7
10/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,7.7
11/06/2014 00:02:13,222,92,222 : 92,Turbine reset : Scada System: Not allowed ! (-),TRUE,8.4
11/06/2014 00:02:14,0,10,0 : 10,Information / Warnings,FALSE,7.9
11/06/2014 00:02:26,232,42,232 : 42,General information : Data of blade control stored,FALSE,2.6
11/06/2014 00:02:26,42,195,42 : 195,Pitch control error,FALSE,2.6
11/06/2014 00:02:26,0,10,0 : 10,Information / Warnings,FALSE,2.8
11/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,4.2
11/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,4.2
11/06/2014 20:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,4.2
11/06/2014 20:59:57,0,10,0 : 10,Information / Warnings,FALSE,4.1
11/06/2014 22:59:56,100,11,100 : 11,Fault air cooling : Generator  pressure to low (7),TRUE,2.1
11/06/2014 22:59:57,0,10,0 : 10,Information / Warnings,FALSE,2.3
12/06/2014 00:03:21,222,92,222 : 92,Turbine reset : Scada System: Not allowed ! (-),TRUE,3.7
12/06/2014 00:03:21,0,10,0 : 10,Information / Warnings,FALSE,3.7
12/06/2014 20:59:57,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.7
12/06/2014 20:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.7
12/06/2014 20:59:57,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.8
12/06/2014 20:59:57,0,10,0 : 10,Information / Warnings,FALSE,3.8
13/06/2014 10:57:12,240,1,240 : 1,Remote control PC,FALSE,0
13/06/2014 12:45:53,240,0,240 : 0,Remote control PC,FALSE,0
13/06/2014 12:45:54,0,0,0 : 0,unknown (possibly maintenance?) Need to get clarification from Enercon,FALSE,6.6
13/06/2014 15:04:48,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,5.5
13/06/2014 15:04:48,0,10,0 : 10,Information / Warnings,FALSE,5.6
13/06/2014 15:04:49,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,5.5
13/06/2014 15:04:49,0,10,0 : 10,Information / Warnings,FALSE,5.4
13/06/2014 15:04:51,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,5.7
13/06/2014 15:04:51,0,10,0 : 10,Information / Warnings,FALSE,5.6
14/06/2014 14:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,2.3
14/06/2014 14:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,2.3
14/06/2014 14:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.3
14/06/2014 14:59:58,0,10,0 : 10,Information / Warnings,FALSE,2.4
15/06/2014 14:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.8
15/06/2014 14:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.8
15/06/2014 14:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.8
15/06/2014 14:59:58,0,10,0 : 10,Information / Warnings,FALSE,3.9
16/06/2014 00:03:00,232,101,232 : 101,General information : Power curve stored,FALSE,0.5
16/06/2014 00:03:00,0,10,0 : 10,Information / Warnings,FALSE,0.5
16/06/2014 00:03:07,232,102,232 : 102,General information : Blade angle curve stored,FALSE,0.5
16/06/2014 00:03:07,0,10,0 : 10,Information / Warnings,FALSE,0.5
16/06/2014 14:59:57,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,2.4
16/06/2014 14:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,2.4
16/06/2014 14:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,2.5
16/06/2014 14:59:58,0,10,0 : 10,Information / Warnings,FALSE,2.5
17/06/2014 14:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,6.7
17/06/2014 14:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,6.7
17/06/2014 14:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,6.7
17/06/2014 14:59:58,0,10,0 : 10,Information / Warnings,FALSE,6.6
18/06/2014 14:59:58,49,293,49 : 293,Fault blade load control : Blade load curve B too low (28),TRUE,3.9
18/06/2014 14:59:58,49,393,49 : 393,Fault blade load control : Blade load curve C too low (28),TRUE,3.8
18/06/2014 14:59:58,49,193,49 : 193,Fault blade load control : Blade load curve A too low (28),TRUE,3.8
